customer_id,country,lifetime_value,orders
579,AE,3776.88,47
580,JO,2411.57,13
581,SA,1618.51,25
582,AE,2204.41,41
583,JO,3544.58,18
584,,3651.39,46
585,SA,,20
586,AE,2432.24,47
587,JO,1116.81,23
588,AE,1804.34,1
589,EG,879.53,43
590,JO,2125.89,43
591,JO,2312.96,48
592,JO,,7
593,JO,1088.47,42
594,,604.1,17
595,AE,558.17,42
596,AE,2845.84,48
597,,886.55,10
598,EG,471.91,19
599,EG,3995.49,14
600,SA,1039.67,15
601,SA,3584.19,30
602,JO,2436.74,21
603,SA,2860.28,33
604,SA,2243.68,34
605,JO,723.24,10
606,SA,3388.21,3
607,SA,3311.89,37
608,SA,1398.74,9
609,JO,3055.4,10
610,SA,2172.16,30
611,SA,3636.2,13
612,AE,3211.3,10
613,AE,163.98,16
614,JO,,26
615,JO,3874.27,42
616,SA,2968.62,49
617,JO,479.65,36
618,SA,3229.5,45
619,,2589.96,27
620,JO,1355.31,21
621,SA,3536.12,41
622,AE,2262.27,15
623,SA,3411.71,40
624,JO,2680.45,49
625,JO,1154.06,20
626,EG,3900.07,32
627,JO,2284.02,39
628,AE,2067.02,39
629,EG,1614.04,11
630,JO,545.38,48
631,AE,2744.85,25
632,JO,1723.2,3
633,JO,3738.45,6
634,SA,3860.39,36
635,,3070.56,21
636,JO,969.98,6
637,JO,2863.92,26
638,EG,81.69,30
639,JO,3305.6,4
640,EG,1974.47,18
641,AE,3746.96,23
642,AE,1511.04,39
643,EG,,32
644,AE,3980.23,5
645,JO,2122.71,31
646,,3452.73,45
647,EG,3644.23,3
648,EG,2073.87,49
649,AE,1822.86,5
650,SA,2211.54,31
651,SA,3390.96,18
652,JO,3858.64,36
653,SA,1313.29,42
654,AE,,42
655,AE,1141.5,43
656,SA,2443.81,40
657,SA,3219.16,16
658,AE,,23
659,SA,1794.86,36
660,,1479.02,9
661,AE,1013.81,29
662,JO,533.67,26
663,JO,1459.67,49
664,AE,,3
665,SA,1675.24,5
666,EG,1269.17,2
667,JO,2956.53,27
668,JO,862.34,27
669,SA,1025.15,30
670,AE,3743.63,12
671,,326.36,16
672,EG,1658.52,21
673,SA,2307.0,3
674,EG,921.04,37
675,JO,1124.05,3
676,AE,887.38,33
677,EG,1380.74,23
678,SA,3594.02,49
679,,1726.35,34
680,JO,1671.32,24
681,JO,1546.32,35
682,SA,3856.46,6
683,EG,,9
684,SA,3487.5,25
685,EG,1308.64,43
686,JO,3826.05,41
687,AE,1260.91,19
688,AE,331.5,14
689,JO,2080.17,48
690,AE,,28
691,AE,3011.96,6
692,SA,2629.22,12
693,JO,2745.88,41
694,JO,773.96,45
695,,2834.52,45
696,AE,1245.32,1
697,EG,3994.7,41
698,AE,2927.07,6
699,EG,2361.65,40
700,JO,3468.47,44
701,SA,2357.25,18
702,AE,2211.0,10
703,JO,949.26,35
704,JO,2712.45,4
705,AE,1498.58,29
706,EG,172.33,17
707,AE,3264.25,21
708,JO,207.49,41
709,,2689.2,49
710,JO,626.88,20
711,JO,1730.28,15
712,,3436.37,41
713,EG,377.68,21
714,EG,2668.6,10
715,EG,,45
716,AE,3470.12,49
717,JO,690.94,15
718,SA,3199.15,8
719,EG,1800.48,8
720,EG,1714.58,30
721,SA,1447.14,16
722,SA,1542.3,31
723,JO,2079.84,38
724,SA,427.2,1
725,EG,,43
726,JO,2607.92,2
727,SA,1992.77,6
728,EG,663.32,36
729,SA,1452.21,31
730,SA,1771.85,48
731,SA,,28
732,JO,3603.07,21
733,JO,2201.5,33
734,JO,,38
735,JO,308.76,33
736,JO,3817.87,19
737,SA,1260.83,48
738,JO,1417.17,15
739,,891.37,17
740,JO,338.68,14
741,SA,3160.19,15
742,EG,961.96,11
743,JO,1130.75,29
744,SA,,36
745,EG,,22
746,AE,3124.14,46
747,JO,3719.6,24
748,AE,,23
749,AE,3625.19,4
750,SA,1916.14,45
751,JO,682.17,8
752,JO,1307.52,9
753,EG,1169.81,46
754,SA,2868.54,26
755,JO,102.69,4
756,SA,568.17,22
757,EG,2731.54,29
758,JO,493.77,1
759,JO,193.17,37
760,SA,436.86,33
761,AE,2762.7,1
762,SA,557.3,31
763,EG,585.22,11
764,JO,921.2,36
765,SA,3003.64,19
766,SA,801.41,10
767,SA,141.5,25
768,SA,,22
769,EG,3505.27,17
770,SA,739.28,44
771,AE,1061.37,32
772,JO,754.23,24
773,AE,2878.14,12
774,SA,1000.04,28
775,SA,3725.8,2
776,JO,3310.56,44
777,,,1
778,EG,35.75,35
779,EG,3534.68,17
780,EG,,36
781,JO,3151.63,18
782,SA,287.3,2
783,SA,2834.24,47
784,EG,3218.36,38
785,JO,3826.54,3
786,JO,2321.88,2
787,AE,2032.17,26
788,JO,1701.59,47
789,AE,2805.15,29
790,JO,3683.29,1
791,AE,2399.02,35
792,EG,909.13,21
793,AE,70.3,32
794,JO,2476.45,18
795,JO,,1
796,JO,,1
797,JO,1590.28,31
798,AE,3760.19,32
799,SA,2006.71,16
800,JO,882.63,5
801,JO,1414.63,38
802,EG,1632.56,8
803,JO,469.16,10
804,SA,2643.17,23
805,SA,2368.66,36
806,JO,2590.89,49
807,EG,2443.17,31
808,JO,66.69,48
809,AE,697.85,32
810,AE,662.29,42
811,EG,391.81,9
812,AE,2941.9,3
813,EG,480.55,33
814,SA,2672.78,48
815,SA,713.56,37
816,AE,473.24,17
817,AE,650.12,24
818,SA,2033.61,6
819,JO,2581.93,17
820,JO,3247.7,34
821,SA,,9
822,JO,2464.75,24
823,SA,3095.36,15
824,JO,,25
825,AE,318.86,38
826,AE,623.78,44
827,AE,366.23,21
828,AE,3548.85,41
829,JO,1506.81,35
830,JO,2093.39,46
831,AE,3074.75,37
832,EG,1485.99,27
833,AE,2596.41,34
834,AE,306.72,16
835,AE,1923.62,34
836,AE,386.08,35
837,AE,993.14,30
838,AE,1173.36,6
839,JO,2870.34,26
840,JO,2696.42,35
841,SA,,10
842,SA,247.02,39
843,EG,3975.66,42
844,SA,217.68,27
845,JO,3302.99,48
846,EG,2961.08,43
847,JO,2367.05,23
848,EG,1755.43,44
849,JO,3028.53,46
850,SA,2959.43,6
851,SA,548.71,49
852,JO,3170.53,1
853,JO,314.23,24
854,JO,2002.18,46
855,SA,2580.33,36
856,SA,3286.76,14
857,EG,1852.44,32
858,JO,,11
859,SA,1962.64,12
860,JO,1000.83,45
861,EG,2114.9,3
862,EG,1850.03,48
863,,,23
864,EG,960.36,4
865,SA,799.94,39
866,AE,1896.74,3
867,SA,202.02,16
868,EG,917.36,12
869,SA,1414.82,39
870,SA,1950.52,20
871,EG,1077.75,33
872,EG,2242.55,4
873,,3513.66,35
874,JO,2174.91,35
875,JO,1147.36,15
876,SA,247.92,44
877,SA,546.67,24
878,SA,,33
879,JO,2734.84,9
880,EG,198.67,46
881,JO,742.2,13
882,AE,1276.33,31
883,EG,1279.09,5
884,AE,3833.63,3
885,SA,815.08,7
886,JO,250.08,47
887,JO,1412.06,11
888,AE,537.77,44
889,SA,506.33,29
890,JO,1629.8,5
891,,1225.56,22
892,AE,,24
893,EG,2417.21,14
894,SA,2006.8,30
895,,308.4,43
896,JO,3450.98,44
897,JO,1138.85,26
898,EG,,44
899,EG,3726.15,46
900,SA,1736.39,5
901,JO,914.27,32
902,SA,3339.41,38
903,EG,1445.14,1
904,EG,654.2,30
905,SA,2206.43,45
906,JO,1957.61,14
907,AE,3400.07,43
908,AE,2917.13,46
909,SA,3504.56,32
910,AE,2938.81,31
911,,2568.7,27
912,JO,2000.71,21
913,AE,3950.21,23
914,AE,3836.66,26
915,SA,,24
916,EG,3101.28,41
917,AE,2310.24,38
918,SA,1039.01,18
919,JO,3501.76,26
920,AE,43.26,11
921,JO,909.76,9
922,JO,1614.93,19
923,SA,2344.63,3
924,AE,2243.52,42
925,,703.26,7
926,AE,419.19,17
927,EG,889.32,13
928,SA,1394.84,11
929,SA,56.21,19
930,,2769.82,36
931,SA,990.91,44
932,EG,1405.62,10
933,SA,1339.61,12
934,JO,2047.32,24
935,AE,3439.2,16
936,JO,597.56,40
937,JO,1362.91,11
938,JO,2768.12,20
939,JO,176.93,27
940,SA,3319.91,19
941,EG,3847.3,31
942,SA,2430.55,40
943,EG,,27
944,AE,,23
945,JO,1660.13,47
946,JO,425.0,49
947,EG,141.79,49
948,AE,978.02,1
949,EG,1912.51,42
950,SA,2030.73,45
951,AE,870.3,40
952,EG,2451.22,37
953,,724.82,18
954,JO,1304.84,36
955,,782.84,29
956,SA,2786.65,41
957,EG,2066.29,18
958,SA,2944.4,37
959,AE,,39
960,SA,1701.45,41
961,EG,3867.83,9
962,JO,214.48,43
963,SA,1673.51,11
964,AE,161.59,46
965,AE,,2
966,SA,1850.11,11
967,AE,630.05,30
968,SA,2075.02,27
969,AE,3690.93,34
970,AE,801.63,20
971,AE,428.75,1
972,EG,3301.11,31
973,SA,,26
974,JO,3530.44,25
975,AE,1224.49,19
976,JO,2510.13,44
977,JO,3693.25,39
978,EG,686.78,9
979,SA,3202.91,2
980,SA,2526.07,9
981,,3251.79,3
982,JO,682.77,35
983,JO,1736.35,31
984,JO,,23
985,JO,3840.33,29
986,AE,250.77,40
987,EG,,41
988,AE,3592.62,22
989,JO,1203.05,30
990,SA,,29
991,JO,1149.9,47
992,AE,2595.03,38
993,AE,769.88,16
994,JO,1835.48,44
995,EG,2133.97,20
996,EG,1334.57,38
997,SA,1006.8,48
998,AE,560.83,40
999,AE,2824.58,6
1000,JO,673.13,11
