timestamp,temperature
2024-03-10 16:00:00,22.02
2024-03-10 17:00:00,22.09
2024-03-10 18:00:00,20.65
2024-03-10 19:00:00,22.4
2024-03-10 20:00:00,22.39
2024-03-10 21:00:00,21.75
2024-03-10 22:00:00,25.63
2024-03-10 23:00:00,21.79
2024-03-11 00:00:00,21.58
2024-03-11 01:00:00,21.37
2024-03-11 02:00:00,20.54
2024-03-11 03:00:00,23.03
2024-03-11 04:00:00,20.97
2024-03-11 05:00:00,21.15
2024-03-11 06:00:00,21.19
2024-03-11 07:00:00,20.52
2024-03-11 08:00:00,19.37
2024-03-11 09:00:00,21.31
2024-03-11 10:00:00,23.31
2024-03-11 11:00:00,22.3
2024-03-11 12:00:00,24.34
2024-03-11 13:00:00,23.13
2024-03-11 14:00:00,22.79
2024-03-11 15:00:00,24.82
2024-03-11 16:00:00,21.85
2024-03-11 17:00:00,22.09
2024-03-11 18:00:00,21.98
2024-03-11 19:00:00,24.32
2024-03-11 20:00:00,22.0
2024-03-11 21:00:00,21.03
2024-03-11 22:00:00,22.88
2024-03-11 23:00:00,20.78
2024-03-12 00:00:00,22.8
2024-03-12 01:00:00,22.62
2024-03-12 02:00:00,21.72
2024-03-12 03:00:00,22.85
2024-03-12 04:00:00,19.77
2024-03-12 05:00:00,22.24
2024-03-12 06:00:00,21.31
2024-03-12 07:00:00,26.29
2024-03-12 08:00:00,22.23
2024-03-12 09:00:00,21.11
2024-03-12 10:00:00,19.93
2024-03-12 11:00:00,23.96
2024-03-12 12:00:00,21.47
2024-03-12 13:00:00,20.81
2024-03-12 14:00:00,22.5
2024-03-12 15:00:00,22.97
2024-03-12 16:00:00,22.95
2024-03-12 17:00:00,22.03
2024-03-12 18:00:00,22.24
2024-03-12 19:00:00,22.35
2024-03-12 20:00:00,22.5
2024-03-12 21:00:00,22.64
2024-03-12 22:00:00,23.64
2024-03-12 23:00:00,95.0
2024-03-13 00:00:00,20.77
2024-03-13 01:00:00,21.78
2024-03-13 02:00:00,23.13
2024-03-13 03:00:00,19.32
2024-03-13 04:00:00,19.33
2024-03-13 05:00:00,23.38
2024-03-13 06:00:00,24.28
2024-03-13 07:00:00,20.1
2024-03-13 08:00:00,22.15
2024-03-13 09:00:00,21.4
2024-03-13 10:00:00,21.61
2024-03-13 11:00:00,22.46
2024-03-13 12:00:00,20.06
2024-03-13 13:00:00,20.34
2024-03-13 14:00:00,21.55
2024-03-13 15:00:00,21.78
2024-03-13 16:00:00,20.31
2024-03-13 17:00:00,23.18
2024-03-13 18:00:00,21.37
2024-03-13 19:00:00,21.37
2024-03-13 20:00:00,22.42
2024-03-13 21:00:00,21.81
2024-03-13 22:00:00,23.26
2024-03-13 23:00:00,20.6
2024-03-14 00:00:00,19.9
2024-03-14 01:00:00,21.54
2024-03-14 02:00:00,22.09
2024-03-14 03:00:00,20.14
2024-03-14 04:00:00,19.92
2024-03-14 05:00:00,22.27
2024-03-14 06:00:00,20.86
2024-03-14 07:00:00,19.82
2024-03-14 08:00:00,23.45
2024-03-14 09:00:00,21.05
2024-03-14 10:00:00,-40.0
2024-03-14 11:00:00,22.04
2024-03-14 12:00:00,22.44
2024-03-14 13:00:00,21.68
2024-03-14 14:00:00,18.02
2024-03-14 15:00:00,20.29
2024-03-14 16:00:00,21.81
2024-03-14 17:00:00,22.55
2024-03-14 18:00:00,95.0
2024-03-14 19:00:00,21.92
2024-03-14 20:00:00,20.32
2024-03-14 21:00:00,22.35
2024-03-14 22:00:00,21.97
2024-03-14 23:00:00,23.12
2024-03-15 00:00:00,23.6
2024-03-15 01:00:00,22.69
2024-03-15 02:00:00,23.29
2024-03-15 03:00:00,21.47
2024-03-15 04:00:00,26.23
2024-03-15 05:00:00,20.17
2024-03-15 06:00:00,21.21
2024-03-15 07:00:00,23.35
2024-03-15 08:00:00,23.13
2024-03-15 09:00:00,22.73
2024-03-15 10:00:00,23.01
2024-03-15 11:00:00,18.87
2024-03-15 12:00:00,24.38
2024-03-15 13:00:00,21.69
2024-03-15 14:00:00,23.87
2024-03-15 15:00:00,-40.0
2024-03-15 16:00:00,22.38
2024-03-15 17:00:00,21.15
2024-03-15 18:00:00,22.86
2024-03-15 19:00:00,22.48
2024-03-15 20:00:00,22.55
2024-03-15 21:00:00,20.41
2024-03-15 22:00:00,21.91
2024-03-15 23:00:00,21.73
2024-03-16 00:00:00,22.74
2024-03-16 01:00:00,23.48
2024-03-16 02:00:00,22.23
2024-03-16 03:00:00,20.09
2024-03-16 04:00:00,22.16
2024-03-16 05:00:00,25.92
2024-03-16 06:00:00,24.47
2024-03-16 07:00:00,17.54
2024-03-16 08:00:00,22.1
2024-03-16 09:00:00,23.4
2024-03-16 10:00:00,21.73
2024-03-16 11:00:00,-40.0
2024-03-16 12:00:00,21.6
2024-03-16 13:00:00,22.83
2024-03-16 14:00:00,20.28
2024-03-16 15:00:00,23.78
2024-03-16 16:00:00,21.92
2024-03-16 17:00:00,20.6
2024-03-16 18:00:00,23.69
2024-03-16 19:00:00,19.68
2024-03-16 20:00:00,21.17
2024-03-16 21:00:00,21.14
2024-03-16 22:00:00,25.22
2024-03-16 23:00:00,20.97
2024-03-17 00:00:00,18.77
2024-03-17 01:00:00,21.13
2024-03-17 02:00:00,22.68
2024-03-17 03:00:00,23.18
2024-03-17 04:00:00,25.41
2024-03-17 05:00:00,24.11
2024-03-17 06:00:00,22.28
2024-03-17 07:00:00,20.66
2024-03-17 08:00:00,24.44
2024-03-17 09:00:00,21.45
2024-03-17 10:00:00,21.01
2024-03-17 11:00:00,21.37
2024-03-17 12:00:00,95.0
2024-03-17 13:00:00,21.3
2024-03-17 14:00:00,21.65
2024-03-17 15:00:00,23.1
2024-03-17 16:00:00,21.42
2024-03-17 17:00:00,20.1
2024-03-17 18:00:00,19.59
2024-03-17 19:00:00,22.31
2024-03-17 20:00:00,22.11
2024-03-17 21:00:00,21.17
2024-03-17 22:00:00,21.3
2024-03-17 23:00:00,22.58
2024-03-18 00:00:00,24.09
2024-03-18 01:00:00,20.83
2024-03-18 02:00:00,22.13
2024-03-18 03:00:00,23.44
2024-03-18 04:00:00,20.84
2024-03-18 05:00:00,21.98
2024-03-18 06:00:00,21.94
2024-03-18 07:00:00,20.03
2024-03-18 08:00:00,22.25
2024-03-18 09:00:00,22.05
2024-03-18 10:00:00,-40.0
2024-03-18 11:00:00,20.22
2024-03-18 12:00:00,22.01
2024-03-18 13:00:00,24.07
2024-03-18 14:00:00,25.12
2024-03-18 15:00:00,23.92
2024-03-18 16:00:00,20.23
2024-03-18 17:00:00,22.68
2024-03-18 18:00:00,21.28
2024-03-18 19:00:00,22.43
2024-03-18 20:00:00,20.84
2024-03-18 21:00:00,19.43
2024-03-18 22:00:00,21.48
2024-03-18 23:00:00,23.08
2024-03-19 00:00:00,22.43
2024-03-19 01:00:00,95.0
2024-03-19 02:00:00,22.32
2024-03-19 03:00:00,22.61
2024-03-19 04:00:00,22.79
2024-03-19 05:00:00,21.59
2024-03-19 06:00:00,22.12
2024-03-19 07:00:00,24.61
2024-03-19 08:00:00,95.0
2024-03-19 09:00:00,22.06
2024-03-19 10:00:00,22.15
2024-03-19 11:00:00,-40.0
2024-03-19 12:00:00,21.35
2024-03-19 13:00:00,22.31
2024-03-19 14:00:00,21.24
2024-03-19 15:00:00,21.78
2024-03-19 16:00:00,20.81
2024-03-19 17:00:00,22.16
2024-03-19 18:00:00,22.88
2024-03-19 19:00:00,21.68
2024-03-19 20:00:00,18.99
2024-03-19 21:00:00,22.89
2024-03-19 22:00:00,22.18
2024-03-19 23:00:00,20.51
2024-03-20 00:00:00,23.16
2024-03-20 01:00:00,19.9
2024-03-20 02:00:00,23.57
2024-03-20 03:00:00,21.91
2024-03-20 04:00:00,18.6
2024-03-20 05:00:00,22.27
2024-03-20 06:00:00,21.39
2024-03-20 07:00:00,21.16
2024-03-20 08:00:00,20.89
2024-03-20 09:00:00,21.81
2024-03-20 10:00:00,21.27
2024-03-20 11:00:00,19.21
2024-03-20 12:00:00,23.91
2024-03-20 13:00:00,21.63
2024-03-20 14:00:00,20.9
2024-03-20 15:00:00,20.31
2024-03-20 16:00:00,23.16
2024-03-20 17:00:00,20.05
2024-03-20 18:00:00,22.2
2024-03-20 19:00:00,21.12
2024-03-20 20:00:00,21.21
2024-03-20 21:00:00,20.34
2024-03-20 22:00:00,21.07
2024-03-20 23:00:00,22.01
2024-03-21 00:00:00,22.35
2024-03-21 01:00:00,20.82
2024-03-21 02:00:00,21.86
2024-03-21 03:00:00,23.33
2024-03-21 04:00:00,19.51
2024-03-21 05:00:00,21.99
2024-03-21 06:00:00,20.57
2024-03-21 07:00:00,20.42
2024-03-21 08:00:00,22.39
2024-03-21 09:00:00,21.18
2024-03-21 10:00:00,20.17
2024-03-21 11:00:00,23.99
2024-03-21 12:00:00,23.38
2024-03-21 13:00:00,19.1
2024-03-21 14:00:00,19.79
2024-03-21 15:00:00,22.89
2024-03-21 16:00:00,21.57
2024-03-21 17:00:00,24.25
2024-03-21 18:00:00,22.92
2024-03-21 19:00:00,22.45
