date,region,product,units,revenue
2023-02-24,North,Epsilon,6,1183.86
2023-02-25,South,Alpha,57,1173.47
2023-02-26,East,Beta,48,1205.6
2023-02-27,West,Alpha,10,1350.2
2023-02-28,North,Beta,17,1164.27
2023-03-01,East,Gamma,12,1313.89
2023-03-02,South,Beta,24,1104.63
2023-03-03,North,Alpha,18,1215.26
2023-03-04,East,Gamma,20,1257.8
2023-03-05,South,Alpha,32,1294.36
2023-03-06,East,Beta,12,1306.99
2023-03-07,South,Alpha,53,1316.14
2023-03-08,West,Alpha,43,1227.29
2023-03-09,North,Gamma,45,1220.67
2023-03-10,West,Epsilon,10,1328.71
2023-03-11,North,Delta,42,1247.12
2023-03-12,East,Alpha,50,1162.68
2023-03-13,South,Alpha,11,1176.32
2023-03-14,South,Beta,45,1195.61
2023-03-15,North,Delta,22,1311.08
2023-03-16,East,Delta,47,1284.78
2023-03-17,North,Epsilon,29,1330.64
2023-03-18,East,Beta,48,1243.19
2023-03-19,East,Alpha,9,1291.96
2023-03-20,West,Alpha,23,1331.17
2023-03-21,East,Alpha,17,1258.17
2023-03-22,South,Alpha,15,1321.19
2023-03-23,East,Epsilon,19,1233.37
2023-03-24,West,Beta,23,1258.9
2023-03-25,South,Epsilon,8,1258.96
2023-03-26,North,Gamma,42,1195.34
2023-03-27,West,Gamma,33,1331.4
2023-03-28,North,Gamma,49,1256.27
2023-03-29,East,Epsilon,42,1296.15
2023-03-30,North,Alpha,9,1334.87
2023-03-31,North,Alpha,5,1333.34
2023-04-01,West,Gamma,25,1351.99
2023-04-02,North,Beta,29,1291.97
2023-04-03,East,Gamma,15,1267.01
2023-04-04,East,Delta,47,1295.47
2023-04-05,North,Gamma,35,1167.77
2023-04-06,North,Beta,45,1187.83
2023-04-07,West,Beta,7,1198.58
2023-04-08,East,Delta,49,1225.35
2023-04-09,North,Beta,13,1337.78
2023-04-10,West,Gamma,27,1233.97
2023-04-11,South,Gamma,26,1276.72
2023-04-12,North,Delta,49,1411.4
2023-04-13,West,Delta,17,1279.4
2023-04-14,North,Gamma,15,1367.29
2023-04-15,East,Beta,21,1233.92
2023-04-16,West,Beta,22,1292.44
2023-04-17,East,Gamma,11,1233.08
2023-04-18,East,Beta,11,1282.11
2023-04-19,South,Delta,14,1376.56
2023-04-20,North,Beta,28,1171.18
2023-04-21,East,Delta,21,1344.11
2023-04-22,West,Delta,24,1328.3
2023-04-23,North,Epsilon,43,1261.62
2023-04-24,West,Alpha,15,1193.28
2023-04-25,South,Delta,54,1314.5
2023-04-26,East,Alpha,45,1266.07
2023-04-27,North,Beta,11,1326.7
2023-04-28,East,Alpha,19,1309.43
2023-04-29,North,Alpha,11,1435.37
2023-04-30,South,Alpha,17,1287.58
2023-05-01,East,Alpha,22,1224.29
2023-05-02,North,Epsilon,8,1319.9
2023-05-03,South,Alpha,1,1322.5
2023-05-04,East,Beta,26,1412.92
2023-05-05,North,Delta,42,1370.23
2023-05-06,South,Epsilon,18,1331.16
2023-05-07,South,Epsilon,51,1418.82
2023-05-08,East,Alpha,22,1205.74
2023-05-09,West,Epsilon,54,1248.71
2023-05-10,West,Delta,14,1224.76
2023-05-11,North,Alpha,32,1266.65
2023-05-12,North,Gamma,46,1186.6
2023-05-13,North,Epsilon,4,1346.41
2023-05-14,East,Beta,55,1276.63
2023-05-15,North,Alpha,22,1175.52
2023-05-16,North,Epsilon,30,1210.66
2023-05-17,West,Epsilon,38,1315.67
2023-05-18,West,Epsilon,38,1356.28
2023-05-19,West,Epsilon,2,1447.57
2023-05-20,South,Epsilon,52,1519.5
2023-05-21,East,Gamma,37,1318.07
2023-05-22,East,Alpha,59,1204.24
2023-05-23,North,Delta,28,1111.28
2023-05-24,East,Beta,37,1301.67
2023-05-25,East,Gamma,27,1213.59
2023-05-26,South,Delta,53,1243.73
2023-05-27,West,Epsilon,50,1226.29
2023-05-28,East,Beta,54,1262.26
2023-05-29,East,Beta,30,1357.03
2023-05-30,East,Delta,47,1282.52
2023-05-31,West,Alpha,22,1255.44
2023-06-01,East,Gamma,28,1183.41
2023-06-02,South,Delta,45,1130.4
2023-06-03,West,Gamma,5,1223.55
2023-06-04,East,Beta,42,1256.2
2023-06-05,West,Epsilon,1,1399.96
2023-06-06,North,Beta,35,1266.95
2023-06-07,South,Delta,29,1333.12
2023-06-08,West,Gamma,28,1212.51
2023-06-09,East,Alpha,30,1155.58
2023-06-10,West,Gamma,30,1171.07
2023-06-11,North,Alpha,25,1188.14
2023-06-12,North,Epsilon,27,1414.3
2023-06-13,West,Delta,34,1176.15
2023-06-14,South,Beta,46,1306.77
2023-06-15,East,Gamma,33,1165.26
2023-06-16,South,Delta,38,1309.81
2023-06-17,South,Beta,50,1263.85
2023-06-18,West,Beta,59,1218.28
2023-06-19,North,Gamma,7,1225.29
2023-06-20,West,Beta,43,1173.9
2023-06-21,West,Delta,14,1259.69
2023-06-22,East,Alpha,12,1185.32
2023-06-23,South,Epsilon,47,1121.37
2023-06-24,North,Beta,5,1114.87
2023-06-25,East,Gamma,51,1228.59
2023-06-26,South,Alpha,46,1338.79
2023-06-27,North,Beta,59,1222.93
2023-06-28,South,Delta,40,1198.31
2023-06-29,West,Beta,52,1228.33
2023-06-30,South,Alpha,7,1307.6
2023-07-01,North,Gamma,53,1218.33
2023-07-02,East,Alpha,10,1165.56
2023-07-03,North,Beta,19,1284.6
2023-07-04,West,Gamma,8,1228.05
2023-07-05,West,Gamma,24,1314.27
2023-07-06,West,Delta,45,1203.74
2023-07-07,West,Delta,16,1088.79
2023-07-08,North,Epsilon,49,1074.97
2023-07-09,North,Alpha,36,1314.18
2023-07-10,South,Beta,38,1317.68
2023-07-11,South,Alpha,56,1163.13
2023-07-12,West,Alpha,26,1144.54
2023-07-13,East,Beta,21,1289.83
2023-07-14,East,Gamma,59,1082.08
2023-07-15,West,Epsilon,33,1096.8
2023-07-16,East,Delta,37,1217.6
2023-07-17,South,Delta,18,1132.34
2023-07-18,South,Delta,13,1161.28
2023-07-19,East,Alpha,11,1146.41
2023-07-20,North,Epsilon,14,1184.31
2023-07-21,East,Epsilon,12,1267.74
2023-07-22,East,Alpha,45,1160.25
2023-07-23,East,Gamma,4,1202.39
2023-07-24,East,Epsilon,38,984.76
2023-07-25,West,Gamma,57,1142.8
2023-07-26,West,Epsilon,46,1077.18
2023-07-27,East,Epsilon,24,1045.1
2023-07-28,South,Gamma,4,1070.34
2023-07-29,North,Alpha,50,1111.88
2023-07-30,West,Beta,1,1209.93
2023-07-31,West,Beta,41,1028.62
2023-08-01,East,Gamma,40,1135.28
2023-08-02,West,Gamma,12,1092.23
2023-08-03,West,Gamma,44,1102.91
2023-08-04,West,Alpha,11,1207.54
2023-08-05,East,Beta,14,1168.59
2023-08-06,North,Delta,48,1230.79
2023-08-07,North,Alpha,58,1109.73
2023-08-08,North,Beta,16,1064.74
2023-08-09,South,Epsilon,55,1100.87
2023-08-10,East,Alpha,54,1136.58
2023-08-11,South,Gamma,46,1129.74
2023-08-12,North,Beta,9,1027.34
2023-08-13,North,Alpha,18,1119.84
2023-08-14,West,Gamma,40,1129.41
2023-08-15,West,Gamma,59,1311.14
2023-08-16,South,Alpha,49,1258.52
2023-08-17,West,Alpha,25,1038.79
2023-08-18,East,Alpha,14,1082.77
2023-08-19,West,Delta,57,987.45
2023-08-20,West,Epsilon,17,1056.07
2023-08-21,East,Alpha,21,1127.42
2023-08-22,South,Beta,57,1197.53
2023-08-23,East,Beta,34,1041.68
2023-08-24,South,Beta,16,1046.66
2023-08-25,South,Beta,1,926.24
2023-08-26,East,Alpha,26,1084.09
2023-08-27,East,Gamma,59,1011.23
2023-08-28,East,Beta,26,1053.05
2023-08-29,South,Beta,42,1024.48
2023-08-30,South,Beta,15,1086.36
2023-08-31,North,Epsilon,46,952.61
2023-09-01,East,Delta,46,975.24
2023-09-02,East,Gamma,36,1262.38
2023-09-03,West,Beta,46,988.52
2023-09-04,East,Epsilon,35,1003.31
2023-09-05,South,Epsilon,23,1237.59
2023-09-06,North,Alpha,44,1322.68
2023-09-07,North,Epsilon,50,996.24
2023-09-08,South,Delta,50,1060.26
2023-09-09,South,Alpha,13,1116.84
2023-09-10,South,Delta,40,1227.67
2023-09-11,South,Alpha,1,1010.34
2023-09-12,West,Alpha,34,1069.63
2023-09-13,North,Alpha,34,1151.47
2023-09-14,South,Gamma,22,1124.14
2023-09-15,North,Delta,59,1059.41
2023-09-16,South,Gamma,53,1078.99
2023-09-17,East,Alpha,3,979.95
2023-09-18,North,Alpha,13,1071.2
2023-09-19,South,Epsilon,13,1069.31
2023-09-20,North,Epsilon,53,1109.62
2023-09-21,West,Delta,31,1047.1
2023-09-22,East,Alpha,44,1129.79
2023-09-23,North,Epsilon,48,1173.69
2023-09-24,North,Delta,46,1105.76
2023-09-25,North,Gamma,6,1122.19
2023-09-26,South,Alpha,9,1099.07
2023-09-27,West,Epsilon,24,1095.66
2023-09-28,East,Gamma,20,1038.83
2023-09-29,West,Alpha,45,1122.82
2023-09-30,South,Beta,10,1090.73
2023-10-01,South,Gamma,22,1267.04
2023-10-02,South,Alpha,14,1226.59
2023-10-03,North,Beta,12,1132.78
2023-10-04,West,Gamma,11,1042.11
2023-10-05,North,Epsilon,12,1015.47
2023-10-06,South,Alpha,34,1201.12
2023-10-07,East,Gamma,25,1128.28
2023-10-08,North,Epsilon,26,1147.16
2023-10-09,South,Epsilon,29,970.72
2023-10-10,South,Epsilon,44,1186.09
2023-10-11,South,Alpha,51,1149.9
2023-10-12,North,Epsilon,32,1026.44
2023-10-13,North,Epsilon,38,1079.33
2023-10-14,North,Beta,44,1139.98
2023-10-15,South,Gamma,41,1124.97
2023-10-16,North,Gamma,8,1099.35
2023-10-17,West,Gamma,58,1116.45
2023-10-18,North,Beta,10,1106.64
2023-10-19,East,Epsilon,25,1141.12
2023-10-20,East,Epsilon,39,1248.82
2023-10-21,South,Beta,24,928.0
2023-10-22,West,Epsilon,15,1116.67
2023-10-23,North,Beta,55,1152.08
2023-10-24,North,Delta,5,1164.04
2023-10-25,South,Gamma,15,1113.06
2023-10-26,North,Gamma,59,1004.79
2023-10-27,South,Alpha,44,1174.13
2023-10-28,South,Delta,6,1288.69
2023-10-29,West,Beta,45,1030.46
2023-10-30,South,Beta,58,1225.0
2023-10-31,West,Alpha,6,1132.38
2023-11-01,West,Epsilon,25,1156.58
2023-11-02,West,Alpha,28,1080.13
2023-11-03,North,Delta,8,1140.53
2023-11-04,West,Epsilon,12,1274.27
2023-11-05,East,Alpha,11,1219.9
2023-11-06,West,Gamma,11,1314.95
2023-11-07,South,Gamma,24,1273.68
2023-11-08,West,Beta,28,1217.78
2023-11-09,East,Delta,15,1325.38
2023-11-10,North,Gamma,18,1224.25
2023-11-11,South,Gamma,12,1258.68
2023-11-12,North,Gamma,47,1172.06
2023-11-13,West,Epsilon,13,1204.51
2023-11-14,South,Delta,54,1146.83
2023-11-15,North,Beta,32,1285.28
2023-11-16,East,Epsilon,48,1115.37
2023-11-17,South,Epsilon,38,1275.79
2023-11-18,North,Epsilon,16,1201.56
2023-11-19,West,Delta,36,1314.16
2023-11-20,West,Beta,17,1284.22
2023-11-21,East,Delta,7,1373.53
2023-11-22,East,Beta,16,1290.1
2023-11-23,South,Beta,17,1109.68
2023-11-24,East,Gamma,8,1233.93
2023-11-25,East,Epsilon,2,1149.39
2023-11-26,North,Gamma,56,1205.6
2023-11-27,North,Beta,31,1371.9
2023-11-28,South,Gamma,24,1305.98
2023-11-29,South,Beta,55,1203.07
2023-11-30,North,Delta,14,1181.92
2023-12-01,North,Beta,24,1269.71
2023-12-02,West,Gamma,50,1173.86
2023-12-03,South,Beta,38,1221.62
2023-12-04,East,Beta,24,1304.43
2023-12-05,East,Epsilon,16,1376.07
2023-12-06,East,Beta,3,1336.55
2023-12-07,East,Alpha,6,1108.78
2023-12-08,South,Beta,10,1320.68
2023-12-09,West,Gamma,47,1306.38
2023-12-10,South,Alpha,38,1338.02
2023-12-11,West,Beta,26,1438.53
2023-12-12,South,Alpha,47,1148.52
2023-12-13,North,Gamma,10,1270.65
2023-12-14,West,Delta,13,1369.59
2023-12-15,North,Epsilon,24,1200.18
2023-12-16,West,Beta,55,1449.2
2023-12-17,North,Epsilon,37,1365.02
2023-12-18,North,Beta,51,1407.72
2023-12-19,East,Delta,15,1298.77
2023-12-20,West,Gamma,51,1414.02
2023-12-21,South,Delta,5,1438.87
2023-12-22,North,Delta,14,1376.51
2023-12-23,North,Gamma,31,1381.14
2023-12-24,West,Beta,3,1388.52
2023-12-25,East,Gamma,51,1302.34
2023-12-26,North,Epsilon,52,1364.12
2023-12-27,South,Epsilon,32,1368.25
2023-12-28,South,Epsilon,19,1415.65
2023-12-29,North,Alpha,6,1469.5
2023-12-30,West,Gamma,37,1309.37
2023-12-31,East,Alpha,32,1388.59
2024-01-01,North,Delta,45,1522.51
2024-01-02,East,Epsilon,36,1349.04
2024-01-03,South,Alpha,8,1347.28
2024-01-04,North,Delta,8,1433.78
2024-01-05,South,Epsilon,47,1489.67
2024-01-06,North,Epsilon,10,1427.56
2024-01-07,North,Beta,56,1537.48
2024-01-08,West,Alpha,7,1504.21
2024-01-09,East,Epsilon,43,1507.51
2024-01-10,North,Epsilon,58,1488.99
2024-01-11,West,Gamma,27,1635.35
2024-01-12,East,Epsilon,4,1437.2
2024-01-13,West,Alpha,52,1297.79
2024-01-14,East,Delta,12,1590.86
2024-01-15,South,Alpha,32,1430.33
2024-01-16,East,Epsilon,59,1480.0
2024-01-17,East,Delta,44,1580.53
2024-01-18,East,Epsilon,3,1351.97
2024-01-19,North,Gamma,49,1384.38
2024-01-20,South,Alpha,10,1360.76
2024-01-21,North,Alpha,45,1429.65
2024-01-22,South,Beta,37,1532.66
2024-01-23,North,Delta,17,1543.71
2024-01-24,North,Alpha,25,1528.14
2024-01-25,West,Epsilon,7,1397.25
2024-01-26,North,Beta,59,1329.68
2024-01-27,West,Gamma,15,1523.02
2024-01-28,North,Beta,19,1485.09
2024-01-29,West,Gamma,30,1563.71
2024-01-30,South,Gamma,40,1587.22
2024-01-31,East,Alpha,30,1546.2
2024-02-01,South,Gamma,30,1600.0
2024-02-02,South,Delta,35,1561.54
2024-02-03,South,Epsilon,51,1589.59
2024-02-04,East,Beta,24,1494.76
2024-02-05,South,Epsilon,50,1540.68
2024-02-06,East,Epsilon,47,1574.67
2024-02-07,West,Epsilon,57,1628.42
2024-02-08,South,Beta,54,1535.09
2024-02-09,South,Epsilon,48,1612.05
2024-02-10,North,Gamma,15,1552.83
2024-02-11,South,Alpha,46,1568.39
2024-02-12,North,Beta,44,1647.81
2024-02-13,North,Delta,18,1425.63
2024-02-14,West,Alpha,41,1484.93
2024-02-15,North,Gamma,15,1473.61
2024-02-16,South,Delta,31,1408.99
2024-02-17,West,Alpha,48,1544.87
2024-02-18,West,Gamma,12,1662.5
2024-02-19,North,Beta,20,1583.11
2024-02-20,North,Gamma,47,1625.05
2024-02-21,South,Beta,27,1699.64
2024-02-22,East,Epsilon,57,1721.94
2024-02-23,West,Alpha,1,1613.38
2024-02-24,North,Epsilon,43,1730.33
2024-02-25,North,Delta,49,1632.5
2024-02-26,South,Epsilon,55,1561.17
2024-02-27,West,Epsilon,10,1583.6
2024-02-28,North,Alpha,59,1515.64
2024-02-29,South,Epsilon,24,1565.92
2024-03-01,North,Gamma,21,1611.17
2024-03-02,North,Epsilon,21,1706.88
2024-03-03,West,Epsilon,38,1782.99
2024-03-04,North,Gamma,39,1537.44
2024-03-05,South,Beta,28,1682.07
2024-03-06,West,Alpha,5,1569.97
2024-03-07,East,Alpha,59,1693.71
2024-03-08,North,Beta,14,1647.72
2024-03-09,South,Epsilon,6,1514.15
2024-03-10,West,Gamma,36,1737.24
2024-03-11,South,Gamma,25,1616.88
2024-03-12,East,Beta,37,1624.82
2024-03-13,East,Gamma,52,1584.14
2024-03-14,East,Delta,6,1619.51
2024-03-15,North,Epsilon,17,1708.16
2024-03-16,West,Delta,31,1660.82
2024-03-17,West,Delta,47,1704.21
2024-03-18,North,Epsilon,36,1708.78
2024-03-19,West,Gamma,23,1787.33
2024-03-20,West,Epsilon,36,1656.04
2024-03-21,East,Beta,58,1567.05
2024-03-22,South,Alpha,29,1772.25
2024-03-23,South,Gamma,53,1661.97
2024-03-24,West,Alpha,47,1779.22
2024-03-25,North,Alpha,18,1722.22
2024-03-26,West,Epsilon,15,1682.5
2024-03-27,West,Delta,46,1722.28
2024-03-28,East,Beta,13,1851.78
2024-03-29,South,Epsilon,20,1863.12
2024-03-30,East,Alpha,14,1703.72
2024-03-31,North,Beta,36,1712.13
2024-04-01,West,Delta,18,1786.5
2024-04-02,South,Beta,39,1633.77
2024-04-03,North,Delta,56,1729.04
2024-04-04,West,Epsilon,49,1701.23
2024-04-05,East,Alpha,56,1729.26
2024-04-06,East,Alpha,2,1638.27
2024-04-07,North,Epsilon,27,1578.51
2024-04-08,West,Gamma,13,1540.51
2024-04-09,East,Gamma,55,1617.57
2024-04-10,West,Gamma,43,1670.82
2024-04-11,West,Gamma,19,1684.56
2024-04-12,North,Delta,34,1863.43
2024-04-13,North,Gamma,36,1797.32
2024-04-14,West,Alpha,30,1632.19
2024-04-15,East,Delta,28,1737.24
2024-04-16,South,Delta,4,1677.07
2024-04-17,South,Alpha,27,1687.04
2024-04-18,East,Beta,21,1724.71
2024-04-19,West,Delta,49,1759.45
2024-04-20,North,Delta,52,1682.76
2024-04-21,East,Alpha,45,1794.94
2024-04-22,West,Alpha,2,1618.34
2024-04-23,South,Gamma,50,1710.02
2024-04-24,South,Gamma,24,1917.09
2024-04-25,West,Epsilon,25,1726.83
2024-04-26,North,Gamma,56,1823.29
2024-04-27,South,Epsilon,52,1715.56
2024-04-28,South,Beta,4,1754.24
2024-04-29,West,Gamma,22,1702.73
2024-04-30,North,Alpha,45,1693.08
2024-05-01,South,Gamma,32,1643.75
2024-05-02,North,Alpha,16,1739.87
2024-05-03,West,Gamma,31,1636.61
2024-05-04,East,Beta,52,1757.22
2024-05-05,South,Alpha,14,1789.98
2024-05-06,South,Alpha,45,1731.62
2024-05-07,North,Gamma,44,1678.49
2024-05-08,West,Epsilon,53,1736.75
2024-05-09,East,Alpha,18,1674.74
2024-05-10,South,Gamma,13,1773.23
2024-05-11,South,Beta,33,1550.77
2024-05-12,East,Epsilon,32,1669.3
2024-05-13,East,Gamma,25,1535.69
2024-05-14,South,Epsilon,46,1574.12
2024-05-15,South,Beta,48,1801.56
2024-05-16,East,Alpha,15,1762.75
2024-05-17,East,Gamma,47,1632.22
2024-05-18,East,Delta,14,1568.18
2024-05-19,North,Epsilon,25,1449.78
2024-05-20,South,Epsilon,2,1641.99
2024-05-21,East,Epsilon,21,1877.58
2024-05-22,West,Delta,57,1717.18
2024-05-23,East,Beta,27,1636.03
2024-05-24,South,Gamma,42,1716.38
2024-05-25,East,Alpha,7,1552.63
2024-05-26,North,Gamma,38,1652.02
2024-05-27,North,Beta,22,1682.03
2024-05-28,East,Alpha,44,1665.42
2024-05-29,West,Beta,55,1733.77
2024-05-30,West,Gamma,32,1696.25
2024-05-31,East,Beta,7,1720.28
2024-06-01,North,Epsilon,29,1609.85
2024-06-02,West,Gamma,8,1734.83
2024-06-03,South,Epsilon,27,1791.37
2024-06-04,South,Delta,4,1581.47
2024-06-05,West,Alpha,38,1586.06
2024-06-06,East,Beta,19,1761.91
2024-06-07,East,Delta,12,1637.69
2024-06-08,South,Gamma,2,1763.23
2024-06-09,West,Beta,53,1613.43
2024-06-10,South,Gamma,50,1763.11
2024-06-11,East,Epsilon,48,1655.09
2024-06-12,West,Beta,4,1663.07
2024-06-13,East,Alpha,21,1765.41
2024-06-14,North,Beta,58,1609.1
2024-06-15,South,Epsilon,35,1560.54
2024-06-16,South,Delta,8,1597.72
2024-06-17,West,Epsilon,9,1667.55
2024-06-18,East,Epsilon,16,1503.84
2024-06-19,South,Alpha,58,1677.83
2024-06-20,East,Beta,11,1581.45
2024-06-21,East,Alpha,54,1714.09
2024-06-22,South,Alpha,41,1428.42
2024-06-23,South,Epsilon,55,1554.73
2024-06-24,West,Epsilon,49,1480.42
2024-06-25,East,Alpha,20,1546.91
2024-06-26,North,Delta,49,1630.5
2024-06-27,East,Gamma,10,1594.01
2024-06-28,East,Alpha,18,1585.74
2024-06-29,East,Epsilon,13,1590.93
2024-06-30,East,Epsilon,8,1617.6
2024-07-01,West,Gamma,6,1518.3
2024-07-02,South,Delta,12,1653.19
2024-07-03,South,Beta,8,1647.31
2024-07-04,North,Delta,23,1622.76
2024-07-05,East,Gamma,5,1634.15
2024-07-06,South,Epsilon,4,1611.01
2024-07-07,South,Alpha,59,1747.78
2024-07-08,East,Alpha,6,1575.68
2024-07-09,South,Epsilon,5,1555.77
2024-07-10,South,Beta,2,1517.75
2024-07-11,South,Beta,8,1493.16
2024-07-12,South,Delta,32,1473.9
2024-07-13,North,Alpha,49,1500.08
2024-07-14,West,Gamma,44,1563.27
2024-07-15,North,Beta,35,1593.43
2024-07-16,South,Alpha,6,1568.54
2024-07-17,East,Epsilon,46,1500.99
2024-07-18,North,Alpha,3,1632.05
2024-07-19,East,Alpha,38,1617.01
2024-07-20,East,Delta,25,1542.92
2024-07-21,East,Epsilon,53,1501.32
2024-07-22,South,Alpha,19,1595.3
2024-07-23,North,Delta,38,1564.36
2024-07-24,West,Gamma,26,1431.39
2024-07-25,South,Epsilon,31,1539.75
2024-07-26,West,Alpha,56,1564.12
2024-07-27,North,Epsilon,43,1469.17
2024-07-28,North,Delta,25,1554.35
2024-07-29,West,Epsilon,27,1420.82
2024-07-30,West,Beta,42,1642.18
2024-07-31,West,Epsilon,21,1633.22
2024-08-01,West,Delta,10,1511.31
2024-08-02,North,Alpha,28,1558.75
2024-08-03,West,Epsilon,5,1335.07
2024-08-04,East,Delta,11,1433.58
2024-08-05,North,Beta,25,1500.85
2024-08-06,North,Gamma,47,1436.87
2024-08-07,West,Beta,47,1578.12
2024-08-08,South,Gamma,16,1679.11
2024-08-09,West,Epsilon,25,1423.6
2024-08-10,North,Epsilon,10,1449.17
2024-08-11,South,Beta,45,1533.47
2024-08-12,South,Epsilon,15,1642.04
2024-08-13,South,Gamma,48,1413.91
2024-08-14,East,Delta,50,1530.21
2024-08-15,West,Delta,41,1654.63
2024-08-16,West,Gamma,20,1375.45
2024-08-17,East,Gamma,57,1403.83
2024-08-18,North,Gamma,41,1471.18
2024-08-19,West,Epsilon,39,1462.23
2024-08-20,East,Beta,51,1567.73
2024-08-21,East,Beta,53,1520.95
2024-08-22,East,Beta,5,1358.56
2024-08-23,West,Alpha,53,1540.77
2024-08-24,West,Beta,46,1452.37
2024-08-25,East,Alpha,13,1599.6
2024-08-26,East,Alpha,19,1446.57
2024-08-27,East,Delta,45,1445.02
2024-08-28,South,Alpha,13,1538.47
2024-08-29,South,Gamma,27,1555.49
2024-08-30,East,Delta,41,1529.63
2024-08-31,North,Delta,39,1358.31
2024-09-01,South,Gamma,54,1535.63
2024-09-02,East,Alpha,7,1409.32
2024-09-03,West,Epsilon,18,1510.42
2024-09-04,East,Epsilon,59,1377.29
2024-09-05,South,Delta,34,1526.53
2024-09-06,South,Alpha,15,1425.99
2024-09-07,East,Alpha,18,1387.65
2024-09-08,East,Beta,21,1547.17
2024-09-09,North,Alpha,33,1509.26
2024-09-10,East,Epsilon,17,1440.72
2024-09-11,South,Beta,37,1605.9
2024-09-12,East,Beta,27,1454.58
2024-09-13,West,Epsilon,37,1492.48
2024-09-14,West,Epsilon,10,1511.56
2024-09-15,East,Beta,37,1440.67
2024-09-16,South,Beta,55,1528.19
2024-09-17,South,Gamma,8,1448.13
2024-09-18,North,Delta,20,1458.24
2024-09-19,West,Epsilon,41,1600.61
2024-09-20,West,Epsilon,37,1408.83
2024-09-21,West,Epsilon,40,1299.6
2024-09-22,South,Alpha,34,1622.09
2024-09-23,South,Beta,41,1697.82
2024-09-24,West,Gamma,36,1462.17
2024-09-25,East,Alpha,5,1340.42
2024-09-26,East,Beta,45,1471.37
2024-09-27,South,Alpha,27,1474.2
2024-09-28,South,Epsilon,4,1482.86
2024-09-29,East,Alpha,25,1409.99
2024-09-30,West,Alpha,26,1546.5
2024-10-01,South,Alpha,6,1543.23
2024-10-02,West,Alpha,59,1382.91
2024-10-03,North,Gamma,14,1559.64
2024-10-04,South,Beta,20,1669.23
2024-10-05,West,Epsilon,27,1520.14
2024-10-06,West,Beta,50,1480.82
2024-10-07,West,Gamma,44,1497.93
2024-10-08,South,Delta,46,1560.06
2024-10-09,West,Delta,14,1373.99
2024-10-10,West,Delta,50,1527.25
2024-10-11,West,Beta,49,1484.58
2024-10-12,North,Gamma,28,1665.42
2024-10-13,East,Epsilon,33,1505.5
2024-10-14,West,Epsilon,3,1654.76
2024-10-15,West,Delta,45,1434.98
2024-10-16,North,Delta,57,1572.26
2024-10-17,West,Epsilon,28,1552.9
2024-10-18,North,Delta,32,1459.94
2024-10-19,South,Epsilon,30,1545.84
2024-10-20,East,Alpha,5,1630.88
2024-10-21,South,Beta,37,1510.26
2024-10-22,East,Alpha,43,1403.15
2024-10-23,North,Alpha,55,1539.51
2024-10-24,East,Gamma,55,1471.17
2024-10-25,East,Beta,30,1518.49
2024-10-26,East,Gamma,57,1541.91
2024-10-27,South,Gamma,32,1414.6
2024-10-28,South,Delta,38,1424.47
2024-10-29,South,Epsilon,36,1595.01
2024-10-30,South,Epsilon,59,1517.39
2024-10-31,East,Beta,44,1356.86
